AssetID,Invest_ID,Address,Asset_Type,StreetWater,Inspection Date,Depth,Clogging,Clogging score,Clog_Flooding,C_Flood no missing,Cons. location (C/F),Cons. location (C/F) score,Flooding design std.,flood design score,Flood_Resp,Flood_LOF,Flood_COF,Flood_Risk,Crit_Defect,Cond_Resp,Cond_LOF,Cond_COF,Cond_Risk,LOF,COF,Risk,OBJECTID,PIPE_ID,INV_DATE,TYPE,PI_SHAPE,PI_SHP_OTH,PACP_Shape,"DIAMETER,FT",DIAM_OTHER,PIPE_RISE,PIPE_SPAN,"PACP_Heigh, IN",PACP_Width,PACP_Notes,MATERIAL,PACP_Mater,US_ID,US_DEPTH,US_INVERT,US_ELEV,US_FUNC,DS_ID,DS_DEPTH,DS_INVERT,DS_ELEV,DS_FUNC,SLOPE,ENABLED,CONST_DATE,Age at inspection,Active,EditDate,ShapeSTLen,MUKEY,Soil Type,soil descriptio,hydrologic,Hydro  group encoded,"Precipitation, mon avg, in."
112589,21971,4713 MURRAYHILL RD ,pipe,yes,3/23/2021,2.5,between_25%_to_50%,5,no,no,local,6,unknown,2,5,3.05,4.25,12.9625,1,0,1.4,0.8,1.12,2.06,2.18,4.4908,7554153,ULS003-0585-P,5/4/2010,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,ULS003-0585,3.9,730.1,734,Yes,ULS003-0584,5,729,734,Yes,0.02568785,0,3/25/1992,29.00,1,3/20/2018,42.82179951,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.698
112624,10605,413 E WORTHINGTON AV ,pipe,yes,6/10/2019,6.75,less_than_25%,0,no,no,local,6,fails_retrofit,8,10,5.2,5,26,1,10,4.6,5,23,4.84,5,24.2,7693026,ULS003-0656-P,5/5/2010,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,ULS003-0656,5.2,717.8,723,Yes,ULS003-0654,5.2,714.8,720,Yes,0.00684633,0,1/1/2000,19.44,1,3/20/2018,438.1904778,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.699
112634,10605,413 E WORTHINGTON AV ,pipe,yes,6/10/2019,5.3,less_than_25%,0,no,no,local,6,fails_retrofit,8,10,5.2,5,26,1,10,4.6,5,23,4.84,5,24.2,7703978,ULS003-0667-P,5/6/2010,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,ULS003-0667,5.4,721.6,727,UNK,ULS003-0662,5.2,718.8,724,UNK,0.00788379,0,1/1/1920,99.44,1,2/16/2021,355.159024,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.701
112635,10605,413 E WORTHINGTON AV ,pipe,yes,6/10/2019,5.2,less_than_25%,0,no,no,local,6,fails_retrofit,8,10,5.2,5,26,1,10,5.4,5,27,5.32,5,26.6,7621514,ULS003-0662-P,5/7/2010,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Clay,VCP,ULS003-0662,5.2,718.8,724,UNK,ULS003-0658,0,0,723,UNK,0,0,1/1/1915,104.44,1,2/16/2021,95.99914571,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.701
112636,10605,413 E WORTHINGTON AV ,pipe,yes,6/10/2019,5.2,less_than_25%,0,no,no,local,6,fails_retrofit,8,10,5.2,5,26,1,10,5.4,5,27,5.32,5,26.6,7601426,ULS003-0658-P,5/8/2010,Pipe,Circular, ,C,1,0,0,0,12,0, ,Clay,VCP,ULS003-0658,0,0,723,UNK,ULS003-0656,4.8,718.2,723,Yes,0,0,1/1/2000,19.44,1,3/20/2018,17.43563866,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.701
112637,10605,413 E WORTHINGTON AV ,pipe,yes,6/10/2019,4.85,less_than_25%,0,no,no,local,6,fails_retrofit,8,10,5.2,5,26,1,10,5.4,5,27,5.32,5,26.6,7620068,ULS003-0668-P,5/9/2010,Pipe,Circular, ,C,1,0,0,0,12,0, ,Clay,VCP,ULS003-0668,4.3,722.7,727,Yes,ULS003-0667,5.4,721.6,727,UNK,0.03802603,0,1/1/2000,19.44,1,2/16/2021,28.92753239,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.702
112638,10605,413 E WORTHINGTON AV ,pipe,yes,6/10/2019,4.75,less_than_25%,0,no,no,local,6,fails_retrofit,8,10,5.2,5,26,1,10,5.4,5,27,5.32,5,26.6,7608443,ULS003-0669-P,5/10/2010,Pipe,Circular, ,C,1,0,0,0,12,0, ,Clay,VCP,ULS003-0669,5.2,723.8,729,Yes,ULS003-0668,4.2,722.8,727,Yes,0.00443579,0,1/1/2000,19.44,1,3/20/2018,225.4385501,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.702
112639,10605,413 E WORTHINGTON AV ,pipe,yes,6/10/2019,4.8,less_than_25%,0,no,no,local,6,fails_retrofit,8,10,5.2,5,26,1,10,5.4,5,27,5.32,5,26.6,7603083,ULS003-0670-P,5/11/2010,Pipe,Circular, ,C,1,0,0,0,12,0, ,Clay,VCP,ULS003-0670,4.4,725.6,730,Yes,ULS003-0669,5.1,723.9,729,Yes,0.01765394,0,1/1/2000,19.44,1,3/20/2018,96.29571667,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.702
112640,10605,413 E WORTHINGTON AV ,pipe,yes,6/10/2019,4.3,less_than_25%,0,no,no,local,6,fails_retrofit,8,10,5.2,5,26,1,10,5.4,5,27,5.32,5,26.6,7661237,ULS003-0673-P,5/12/2010,Pipe,Circular, ,C,1,0,0,0,12,0, ,Clay,VCP,ULS003-0673,4.2,725.8,730,Yes,ULS003-0670,4.4,725.6,730,Yes,0.00178486,0,1/1/2000,19.44,1,3/20/2018,112.0533794,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.702
112641,10605,413 E WORTHINGTON AV ,pipe,yes,6/10/2019,3.4,less_than_25%,0,no,no,local,6,fails_retrofit,8,10,5.2,5,26,1,10,5.4,5,27,5.32,5,26.6,7551866,ULS003-0671-P,5/13/2010,Pipe,Circular, ,C,1,0,0,0,12,0, ,Clay,VCP,ULS003-0671,2.6,727.4,730,Yes,ULS003-0673,3.4,726.6,730,Yes,0.03048878,0,1/1/2000,19.44,1,3/20/2018,26.23931418,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.705
112642,10605,413 E WORTHINGTON AV ,pipe,yes,6/10/2019,2.15,less_than_25%,0,no,no,local,6,fails_retrofit,8,10,5.2,5,26,1,10,5.4,5,27,5.32,5,26.6,7632437,ULS003-0672-P,5/14/2010,Pipe,Circular, ,C,1,0,0,0,12,0, ,Clay,VCP,ULS003-0672,1.7,729.3,731,Yes,ULS003-0673,4.2,725.8,730,Yes,0.03773008,0,1/1/2000,19.44,1,9/20/2021,39.99500612,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.705
113714,24122,6116 SHARON RD ,pipe,no,9/24/2021,3,less_than_25%,0,no,no,n_a,0,unknown,2,10,1.3,0,0,1,10,7.6,0,0,5.08,0,0,7607247,SUNCHND-0267-P,5/15/2010,Pipe,Circular, ,C,1.5,0,0,0,24,0, ,Metal or Steel,CMP,SUNCHND-0267,1.6,671.4,673, ,SSX4014.19,3.1,668.41,671.51,UNK,0.04230572,0,3/30/2007,14.49,1,2/16/2021,70.67601381,113679,MeB,"Mecklenburg fine sandy loam, 2 to 8 percent slopes",C,2,3.75
113907,22970,3912 LOVETT CR ,pipe,yes,6/4/2021,13,less_than_25%,0,no,no,local,6,unknown,2,10,1.3,6.5,8.45,1,10,7.6,4.7,35.72,5.08,5.42,27.5336,7575507,LVT3901.3-PS2,5/16/2010,Pipe,Circular, ,C,3,0,0,0,36,0, ,Metal or Steel,CMP,LVT3901.3,9.3,645.7,655, ,SUNCHND-0385,0,0,0, ,0,0,1/1/1963,58.42,1,2/16/2021,99.79222202,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.751
114030,22456,3201 SEVEN EAGLES ,pipe,yes,4/21/2021,8,less_than_25%,0,no,no,n_a,0,unknown,2,0,1.3,2,2.6,1,0,7.6,2.9,22.04,5.08,2.54,12.9032,7602011,MCM517-0130-P,5/17/2010,Pipe,Circular, ,C,4,0,0,0,48,0, ,CMP,CMP,MCM517-0130,0,0,0,UNK,MCM517-0129,4,0,0,Yes,0,0,5/31/2014,10.93,1,3/20/2018,125.948703,113693,WkD,"Wilkes loam, 8 to 15 percent slopes",D,4,3.73
114492,11306,716 Kennedy St,structure,yes,8/19/2019,2,less_than_25%,0,no,no,local,6,,2,10,1.3,5,6.5,1,10,3.8,4.1,15.58,2.8,4.46,12.488,7639529,MCM517-0444-P,5/18/2010,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCM517-0444,3.2,0,0,Yes,MCM517-0442,3.4,0,0,Yes,0,0,5/31/2014,9.26,1,3/20/2018,43.68292658,113693,WkD,"Wilkes loam, 8 to 15 percent slopes",D,4,3.734
114600,21230,8205 Bar Harbor Ln,pipe,yes,1/20/2021,5.5,less_than_25%,0,no,no,n_a,0,meets_cds,0,0,0,2,0,1,0,7.8,2.9,22.62,4.68,2.54,11.8872,7669641,MCM517-0218-P,5/19/2010,Pipe,Circular, ,C,4,0,0,0,48,0, ,Concrete,RCP,MCM517-0218,5.6,0,0,Yes,MCM517-0499,6.8,0,0,Yes,0,0,5/31/2014,10.68,1,3/20/2018,224.5712351,113693,WkD,"Wilkes loam, 8 to 15 percent slopes",D,4,3.736
114607,13323,3907 ASHTON DR,pipe,yes,3/23/2020,9,did_not_inspect,0,no,no,n_a,0,meets_cds,0,0,0,1.8,0,1,0,9.2,1.8,16.56,5.52,1.8,9.936,7643751,SUNCHND-0488-P,5/20/2010,Pipe,Circular, ,C,2.5,0,0,0,30,0, ,Concrete,RCP,SUNCHND-0488,4.8,638.6,643.4, ,CHWTHSDIP.05,3.71,627.6,631.31, ,0,0,1/1/2010,10.22,1,2/16/2021,203.0994702,113683,PaE,"Pacolet sandy loam, 15 to 25 percent slopes",B,1,3.747
115375,11111,1421 Shamrock Dr,pipe,yes,4/8/2020,7.54,less_than_25%,0,no,no,thoroughfare,10,fails_retrofit,8,10,5.2,6.8,35.36,1,0,1.4,0.8,1.12,2.92,3.2,9.344,7607178,CCLUB08.160-PP1,5/21/2010,Pipe,Circular, ,C,2.5,0,0,0,30,0, ,Concrete,RCP,CCLUB08.160,7.5,729.1400146,736.6400146,Yes,CCLUB08.213,7.8,725.1199829,732.9199829,Yes,0.02909256,0,1/1/1952,68.27,1,3/26/2018,138.1809356,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.841
115407,11111,1512 Shamrock Dr,pipe,yes,4/8/2020,7.3,less_than_25%,0,no,no,local,6,fails_retrofit,8,10,5.2,5.6,29.12,1,0,1.4,1.4,1.96,2.92,3.08,8.9936,7723014,CCLUB08.201-PP1,5/22/2010,Pipe,Circular, ,C,3.5,0,0,0,42,0, ,Concrete,RCP,CCLUB08.201,7.2,715.1699951,722.3699951,Yes,CCLUB08.207,5.6,715.689978,721.289978,Yes,-0.06451053,0,1/1/1932,88.27,1,3/26/2018,8.060351814,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.836
115415,11111,1425 Shamrock Dr,pipe,yes,4/8/2020,8.47,less_than_25%,0,no,no,thoroughfare,10,fails_retrofit,8,10,5.2,7.8,40.56,1,0,1.4,1.8,2.52,2.92,4.2,12.264,7629300,CCLUB08.213-PP1,5/23/2010,Pipe,Circular, ,C,2.5,0,0,0,30,0, ,Concrete,RCP,CCLUB08.213,8.1,724.8199829,732.9199829,Yes,CCLUB08.222,8.9,723.1100098,732.0100098,Yes,0.12303719,0,1/1/1946,74.27,1,3/26/2018,13.89796443,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.841
115416,11111,3037 Attaberry Dr,pipe,yes,10/1/2019,9.3,less_than_25%,0,no,no,thoroughfare,10,fails_retrofit,8,10,5.2,7.2,37.44,1,0,1.4,1.2,1.68,2.92,3.6,10.512,7631436,CCLUB08.214-PP1,5/24/2010,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,CCLUB08.214,8.9,726.1,735.07,Yes,CCLUB08.223,9.7,725.66,735.48,Yes,0.03158747,0,1/1/1936,83.75,1,10/21/2020,19.31136644,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.841
115417,11637,3037 Attaberry Dr,pipe,yes,10/1/2019,6.43,less_than_25%,0,no,no,ffe_principal_structure,8,fails_retrofit,8,10,5.2,5.9,30.68,2,10,4.6,6.8,31.28,4.84,6.44,31.1696,7682614,CCLUB08.215-PP1,5/25/2010,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,CCLUB08.215,3.8,726.66,730.53,Yes,CCLUB08.214,8.8,726.1,735.07,Yes,0.04937542,0,5/9/2018,9.35,1,10/21/2020,50.02554273,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.841
115418,11637,3037 Attaberry Dr,pipe,yes,10/1/2019,5,less_than_25%,0,no,no,n_a,0,meets_cds,0,10,0,2.3,0,1,10,7.8,5,39,4.68,3.92,18.3456,7718806,CCLUB08.216-PP1,5/26/2010,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,BRI049-0720,3.8,728.9,732.07,Yes,CCLUB08.215,3.5,726.66,730.53,Yes,0.01257035,0,1/1/1936,83.75,1,10/21/2020,84.7315264,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.841
115422,11111,1512 Shamrock Dr,pipe,yes,4/8/2020,7.57,less_than_25%,0,no,no,local,6,fails_retrofit,8,10,5.2,5.6,29.12,1,0,1.4,1.4,1.96,2.92,3.08,8.9936,7655105,CCLUB08.220-PP1,5/27/2010,Pipe,Circular, ,C,3.5,0,0,0,42,0, ,Concrete,RCP,CCLUB08.220,7.5,715.1799927,722.6799927,Yes,CCLUB08.201,7.2,715.1699951,722.3699951,Yes,0.00101754,0,1/1/1932,88.27,1,3/26/2018,9.825069826,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.836
115423,11111,1520 Beckwith Pl,pipe,yes,4/8/2020,6.88,less_than_25%,0,no,no,local,6,fails_retrofit,8,10,5.2,5.6,29.12,1,0,1.4,1.4,1.96,2.92,3.08,8.9936,7583169,CCLUB08.221-PP1,5/28/2010,Pipe,Circular, ,C,3,0,0,0,36,0, ,Concrete,RCP,CCLUB08.221,8.3,720.6799805,728.9799805,Yes,CCLUB08.220,7.4,715.2799927,722.6799927,Yes,0.02186136,0,1/1/1940,80.27,1,3/26/2018,247.0104247,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.836
115424,11111,1500 Shamrock Dr,pipe,yes,4/8/2020,7.95,less_than_25%,0,no,no,thoroughfare,10,fails_retrofit,8,10,5.2,7.4,38.48,1,0,1.4,1.4,1.96,2.92,3.8,11.096,7675969,CCLUB08.222-PP1,5/29/2010,Pipe,Circular, ,C,3,0,0,0,36,0, ,Concrete,RCP,CCLUB08.222,9,723.0100098,732.0100098,Yes,CCLUB08.221,6.4,722.5799805,728.9799805,Yes,0.00532865,0,1/1/1946,74.27,1,3/26/2018,80.70154399,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.836
115425,11111,3037 Attaberry Dr,pipe,yes,4/8/2020,9.2,less_than_25%,0,no,no,thoroughfare,10,fails_retrofit,8,10,5.2,7.2,37.44,1,0,1.4,1.2,1.68,2.92,3.6,10.512,7694197,CCLUB08.223-PP1,5/30/2010,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,CCLUB08.223,9.8,725.239978,735.039978,Yes,CCLUB08.222,8.9,723.1100098,732.0100098,Yes,0.01966135,0,1/1/1946,74.27,1,3/26/2018,108.3326935,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.841
115598,17405,6301 Wheeler Dr,structure,yes,4/30/2020,5.1,,0,no,no,,0,,2,0,1.3,1.4,1.82,1,10,2.2,5.6,12.32,1.84,3.92,7.2128,7720671,CCLUB08.410-PP1,5/31/2010,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,CCLUB08.410,2.4,745.3299805,747.7299805,Yes,CCLUB08.409,2.6,744.8299927,747.4299927,Yes,0.01558054,0,1/1/1949,71.33,1,3/26/2018,32.09070918,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.847
115629,11060,6918 Pleasant Dr,structure,yes,5/12/2020,8,less_than_25%,0,no,no,local_limited,8,,2,5,1.3,6.95,9.035,4,0,6.2,3.5,21.7,4.24,4.88,20.6912,7658199,CCLUB08.439-PP1,6/1/2010,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Plastic,PE,CCLUB08.439,5,706.6699829,711.6699829,Yes,CCLUB08.438,5,698.1599731,703.1599731,Yes,0.0662513,0,1/1/1957,63.36,1,3/26/2018,128.4505029,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.839
115630,11060,6918 Pleasant Dr,structure,yes,5/12/2020,8,,0,,no,local_limited,8,,2,5,1.3,6.95,9.035,1,0,2.2,2.6,5.72,1.84,4.34,7.9856,7621754,CCLUB08.43-P,6/2/2010,Pipe,Elliptical, ,O,0,0,2.4,3,29,36, ,Concrete,RCP,CCLUB08.43,4.3,728.29,732.59,Yes,CCLUB08.41,3.7,728.94,732.64,Yes,-0.02013907,0,1/1/1955,65.36,1,7/2/2021,32.27556426,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.831
115649,12688,1250 Betsy Dr,structure,yes,2/20/2020,2.7,less_than_25%,0,no,no,,0,,2,0,1.3,0.8,1.04,1,10,2.2,5,11,1.84,3.32,6.1088,7701089,CCLUB08.456-PP1,6/3/2010,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,CCLUB08.456,4.8,725.5400269,730.3400269,Yes,CCLUB08.455,4.3,725.660022,729.960022,Yes,-0.01457204,0,6/30/1989,30.64,1,3/26/2018,8.234497702,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.857
115900,20653,3244 East Ford Rd Charlotte NC,pipe,yes,12/1/2020,6,less_than_25%,0,no,no,detached_garage_shed_>_150_sq_f,3,unknown,2,0,1.3,3.35,4.355,1,0,2.8,2,5.6,2.2,2.54,5.588,7648352,CCLUB08.73-PP1,6/4/2010,Pipe,Circular, ,C,5,0,0,0,60,0, ,Metal or Steel,CMP,CCLUB08.73,5.9,682.560022,688.460022,Yes,CCLUB08.72,6.3,681.0599854,687.3599854,Yes,0.06611005,0,1/1/2002,18.92,1,3/26/2018,22.68991984,113678,MS,Monacan and Arents soils,C,2,3.838
116579,20799,2211 Carmine ST,pipe,yes,10/26/2021,2.3,less_than_25%,0,no,no,,0,,2,10,1.3,2.3,2.99,2,10,7,5,35,4.72,3.92,18.5024,7562487,IRW203-0172-P,6/5/2010,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,IRW203-0172,2.1,0,0,Yes,IRW203-0170,2.4,0,0,Yes,0,0,5/2/2006,15.49,1,2/16/2021,29.27919899,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.854
116793,11092,6307 Sardis Rd,structure,yes,11/28/2018,7.5,less_than_25%,0,no,no,thoroughfare,10,,2,10,1.3,8,10.4,1,0,1.4,2,2.8,1.36,4.4,5.984,7659655,CHARX.81776-P,6/6/2010,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,CHARX.81776,3.8,809.5,813.3,Yes,CHARX.81778,4.6,808.4,813,Yes,0.00905251,1,1/1/1999,19.91,1,3/20/2018,121.5132192,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.745
116857,12553,717 Sweetgum Ln ,structure,yes,1/30/2020,4.5,,0,,no,,0,,2,0,1.3,0.8,1.04,1,0,1.4,0.8,1.12,1.36,0.8,1.088,7596304,CHARX.36808-P,6/7/2010,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,CHARX.36808,5.4,784.6,790,Yes,CHARX.36805,6.6,781.4,788,Yes,0.02203732,1,1/1/1985,35.08,1,11/26/2018,145.2082484,113688,Ur,Urban land,N/A,4,3.773
116858,12553,717 Sweetgum Ln,structure,yes,1/30/2020,6,,0,,no,,0,,2,0,1.3,0.8,1.04,1,0,2.2,0.8,1.76,1.84,0.8,1.472,7559938,CHARX.36806-P,6/8/2010,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,CHARX.36806,3.1,784.9,788,Yes,CHARX.36804,3.8,784.2,788,Yes,0.00850293,1,1/1/1985,35.08,1,3/20/2018,82.32470431,113688,Ur,Urban land,N/A,4,3.773
117284,21152,4632 Somerdale Ln,pipe,yes,1/4/2021,5.5,less_than_25%,0,no,no,n_a,0,fails_cds_meets_retrofit,3,0,1.95,1.4,2.73,1,0,9.2,2.3,21.16,6.3,1.94,12.222,7617089,CHARX.19542-P,6/9/2010,Pipe,Circular, ,C,3,0,0,0,36,0, ,Metal or Steel,CMP,CHARX.19542,3.83,765.17,769,Yes,SMRDL4621.1,6.43,761.08,767.51,Yes,0.02786178,1,1/1/1968,53.01,1,10/12/2020,146.7960846,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.841
117668,10941,6534 Covecreek Dr,pipe,yes,5/10/2018,8.5,less_than_25%,0,no,no,ffe_principal_structure,8,fails_cds_meets_retrofit,3,0,1.95,6,11.7,1,0,9.2,6,55.2,6.3,6,37.8,7622646,CHARX.15535-P,6/10/2010,Pipe,Circular, ,C,5.5,0,0,0,66,0, ,Metal or Steel,CMP,CHARX.15535,6.6,717.4,724,Yes,CHARX.15537,0,0,724,UNK,0,1,6/30/1978,39.86,1,2/16/2021,26.49010658,113678,MS,Monacan and Arents soils,C,2,3.881
117824,11332,6408 Bridlewood Ln,pipe,yes,8/23/2019,4.25,less_than_25%,0,no,no,collector_,8,meets_cds,0,10,0,5.9,0,2,10,1.4,5,7,0.84,5.36,4.5024,7587707,CHARX.16055-P,6/11/2010,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,CHARX.16055,4.1,727.9,732,Yes,CHARX.14634,4.2,723.8,728,Yes,0.07650812,1,6/30/1978,41.15,1,2/16/2021,53.58908637,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.88
117825,11332,6408 Bridlewood Ln,pipe,yes,8/23/2019,4.4,less_than_25%,0,no,no,local,6,fails_cds_meets_retrofit,3,10,1.95,5,9.75,1,10,1.4,5,7,1.62,5,8.1,7707783,CHARX.14634-P,6/12/2010,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,CHARX.14634,4.4,723.6,728,Yes,CHARX.15552,1.2,721.8,723,No,0.01082591,1,6/30/1978,41.15,1,2/16/2021,166.2678184,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.882
118051,19020,6710 Water Mill Ct.,pipe,yes,8/14/2020,4,less_than_25%,0,no,no,n_a,0,,2,10,1.3,2.3,2.99,1,10,1.4,5,7,1.36,3.92,5.3312,7651835,CHARX.16194-P,6/13/2010,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,CHARX.16194,4.9,750.1,755,Yes,CHARX.14913,2.4,748.6,751,Yes,0.01112799,1,1/8/1973,47.60,1,2/16/2021,134.7952092,113672,HuB,"Helena-Urban land complex, 2 to 8 percent slopes",C,2,3.863
118076,18818,6806 Delta Lake Dr.,pipe,yes,9/1/2020,4.5,less_than_25%,0,no,no,n_a,0,,2,10,1.3,2.9,3.77,1,10,4.6,6.5,29.9,3.28,5.06,16.5968,7596567,DLT6806.1-P,6/14/2010,Pipe,Circular, ,C,3,0,0,0,36,0, ,Concrete,RCP,DLT6806.1,5,762.5,767.5,Yes,DLT6806.2,0,766.94,766.94,UNK,0,1,1/1/1981,39.67,1,2/16/2021,68.56441659,113671,HeB,"Helena sandy loam, 2 to 8 percent slopes",C,2,3.866
118185,13346,2500 Briargrove Dr,pipe,yes,3/24/2020,3,between_50%_to_75%,7,no,no,,0,,2,10,3.75,2.3,8.625,1,0,1.4,0.8,1.12,2.34,1.4,3.276,7694340,CHARX.16330-P,6/15/2010,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,CHARX.16330,2.5,755.5,758,Yes,CHARX.16332,3.3,753.7,757,Yes,0.07450046,1,10/17/1966,53.44,1,2/16/2021,24.1609234,113672,HuB,"Helena-Urban land complex, 2 to 8 percent slopes",C,2,3.853
118186,13346,2500 Briargrove ,pipe,yes,3/25/2020,3.5,between_50%_to_75%,7,yes,yes,local,6,unknown,2,5,4.8,4.25,20.4,1,0,1.4,0.8,1.12,2.76,2.18,6.0168,7567511,CHARX.16332-P,6/16/2010,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,CHARX.16332,3.4,753.6,757,Yes,CHARX.15283,1.4,754.6,756,Yes,-0.00592513,1,1/1/1966,54.23,1,2/16/2021,168.7727592,113672,HuB,"Helena-Urban land complex, 2 to 8 percent slopes",C,2,3.853
118186,13346,2432 Briargrove dr,pipe,yes,3/25/2020,3.5,greater_than_75%,10,yes,yes,local,6,unknown,2,10,4.8,5,24,1,0,1.4,0.8,1.12,2.76,2.48,6.8448,7567511,CHARX.16332-P,6/17/2010,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,CHARX.16332,3.4,753.6,757,Yes,CHARX.15283,1.4,754.6,756,Yes,-0.00592513,1,1/1/1966,54.23,1,2/16/2021,168.7727592,113672,HuB,"Helena-Urban land complex, 2 to 8 percent slopes",C,2,3.853
118426,13251,1028 Morning Glory Dr.,pipe,yes,3/13/2020,0,greater_than_75%,10,no,no,,0,,2,5,4.8,1.55,7.44,1,5,6.2,2.45,15.19,5.64,2.09,11.7876,7626422,MAL377-SWO117601-P,6/18/2010,Pipestub,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP, ,0,0,0,UNK,MAL377-SWO117601,2,0,0,Yes,0,0,1/10/2008,12.17,1,2/16/2021,152.3640463,113674,IrB,"Iredell fine sandy loam, 1 to 8 percent slopes",C/D,3,3.859
119192,21481,626 Pecan Ave,pipe,yes,2/4/2021,3,greater_than_75%,10,no,no,,0,unknown,2,5,4.8,1.55,7.44,1,0,2.8,0.8,2.24,3.6,1.1,3.96,7585219,BRI053-9182-P,6/19/2010,Pipe,Circular, ,C,2,0,0,0,24,0, ,Metal or Steel,CMP,BRI053-9182,0,0,712,UNK,CHARX.24432,0,711.81,711.81,No,0,1,7/1/1956,64.60,1,3/20/2018,67.39658478,113688,Ur,Urban land,N/A,4,3.754
119220,10930,3424 Colony Rd,structure,yes,11/16/2017,5.7,less_than_25%,0,no,no,thoroughfare,10,,2,5,1.3,7.25,9.425,1,0,2.2,2,4.4,1.84,4.1,7.544,7633331,CHARX.24474-P,6/20/2010,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,CHARX.24474,2.4,726.04,728.44,Yes,CHARX.24473,2.4,725.4,727.8,Yes,0.02305102,1,7/1/1956,61.38,1,3/20/2018,27.76451981,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.747
