,Age at inspection,"PACP_Heigh, IN",Length,Hydro  group encoded,flood design score,"Precipitation, mon avg, in.",Depth,Risk
1148,120.8807894,54,276.18656,1,2,3.759,7,13.208
1152,121.400867,15,17.23322051,3,2,3.748,3,1.472
1153,120.9464978,18,212.1710475,3,2,3.752,1.8,3.036
1155,120.9629249,15,26.91817623,2,2,3.768,8,12.8576
1156,120.9629249,36,51.50698651,2,2,3.768,8,0
1157,120.9436459,15,87.73736333,2,2,3.694,5,18.9104
1158,119.9225416,18,118.3384907,1,2,3.764,3.3,4.232
1159,121.0149441,15,123.9520319,4,2,3.717,4.5,19.1984
1160,121.0368469,15,133.8350979,2,2,3.784,11,9.9384
1161,120.8917408,18,30.09019457,1,8,3.88,3,7.2416
1162,38.6684919,30,47.92932429,4,0,3.717,3.5,12.768
1163,120.9628109,15,42.47624522,2,8,3.8,4,7.2416
1164,120.3276295,15,22.18608421,2,2,3.715,6,2.312
1165,121.1135067,18,128.8252326,4,3,3.746,3,29.7
1167,121.1407712,15,144.0016048,2,2,3.805,4.2,14.0768
1170,121.1517226,24,27.93073882,2,2,3.706,5,0
1171,121.1407712,15,33.41321073,2,2,3.796,3.5,16.3664
1172,15.09297285,24,13.46577216,1,2,3.791,4,9.0944
1173,120.979238,15,63.72447121,3,8,3.685,6,18.2784
1175,121.1407712,15,72.8967504,2,2,3.796,3.5,9.4976
1177,121.1544604,15,216.2272594,2,2,3.784,3.5,17.264
1178,120.6015286,18,37.47770698,2,2,3.701,3,14.432
1179,120.979238,15,56.24013275,3,2,3.685,7,5.6816
1180,118.7725302,30,374.7601638,1,2,3.895,11.6,8.832
1181,121.272188,15,172.5373227,2,2,3.697,3,13.7456
1182,121.272188,18,26.59811229,2,2,3.697,3,12.8576
1183,121.272188,18,117.0310265,2,2,3.697,2.5,15.704
1184,121.272188,18,84.91344868,2,2,3.697,2.5,18.9104
1189,120.2099019,36,75.60819616,4,2,3.779,6.7,11.0192
1190,120.2099019,24,90.1436772,4,0,3.779,6.33,12.4872
1191,120.3440566,15,113.9190479,4,2,3.89,7.3,28.496
1192,121.2257586,18,18.59169373,3,2,3.736,3,9.0248
1193,120.7300935,15,26.94821074,2,2,3.78,9.6,8.1696
1194,120.7300935,15,275.009729,2,2,3.78,6.7,5.4944
1195,0.078485056,48,102.7578643,1,3,3.793,5,4.212
1196,121.400867,24,30.541487,1,2,3.819,3,16.6208
1198,121.0832763,15,16.93712767,2,2,3.788,1.25,7.0104
1199,119.9909879,18,130.9370613,3,2,3.709,8.7,5.148
1200,119.9909879,18,105.3756073,3,2,3.709,12,3.312
1201,117.6226329,18,32.25195978,1,2,3.672,4.4,3.3728
1202,120.0812229,15,32.47420126,1,2,3.669,7.6,29.264
1203,120.0812229,15,117.8654352,1,2,3.669,8.7,5.5488
1204,120.0812229,18,137.7819099,1,2,3.669,8.7,7.5072
1205,120.0812229,18,17.68791637,1,2,3.669,7.9,17.36
1206,119.9061145,24,214.0908241,1,0,3.669,5,20.5368
1207,119.9061145,15,63.13215276,1,0,3.672,0,2.838
1208,119.9061145,12,25.92950865,1,0,3.671,3,14.964
1209,120.5959389,24,123.9794929,2,0,3.739,6,11.3256
1210,120.8096053,48,48.92563265,4,2,3.821,4,10.088
1211,121.6116815,30,109.3192339,2,2,3.853,5,4.5008
1212,3.007985398,30,111.042531,4,2,3.819,8,21.008
1214,120.7711613,24,125.5403722,3,2,3.808,10.5,26.8176
1216,120.0457449,15,178.5855863,4,2,3.848,9,17.6136
1217,121.8280858,15,177.8761058,4,2,3.848,6,16.4312
1218,121.1737394,15,40.48773183,1,2,3.749,2.5,19.1984
1219,121.5185946,12,44.61485843,4,8,3.829,3,31.7424
1220,121.439311,15,25.06166551,1,2,3.854,1.5,16.9936
